kHz;mV
11.95669174;0.00616689
11.96265221;0.00572137
11.96861267;0.00458941
11.97457314;0.00231825
11.9805336;0.01065731
11.98649406;0.05055979
11.99245453;0.09367984
11.99841499;0.1041563
12.00437546;0.1039735
12.01033592;0.0834402
12.01629639;0.0353593
12.02225685;0.0054767
12.02821732;0.00054823
12.03417778;0.00166263
12.04013824;0.00202586
12.04609871;0.00226287
12.05205917;0.00186144
12.05801964;0.00113684
12.0639801;0.00070251
12.06994057;0.00077313
12.07590103;0.00078973
12.0818615;0.00072911
12.08782196;0.00062955
12.09378242;0.00050713
12.09974289;0.00040725
12.10570335;0.00052288
12.11166382;0.00104008
12.11762428;0.00124643
12.12358475;0.0014283
12.12954521;0.0014246
12.13550568;0.00117126
12.14146614;0.00084348
12.14742661;0.00021484
12.15338707;0.00052514
12.15934753;0.00099393
12.165308;0.00165161
12.17126846;0.00203687
12.17722893;0.00210832
12.18318939;0.00175403
12.18914986;0.00091012
12.19511032;0.00027912
12.20107079;0.00094987
12.20703125;0.00184762
12.21299171;0.00249164
12.21895218;0.00284434
12.22491264;0.00244736
12.23087311;0.00169225
12.23683357;0.00074377
12.24279404;0.00073365
12.2487545;0.00203737
12.25471497;0.00338598
12.26067543;0.00407815
12.26663589;0.00356472
12.27259636;0.00288272
12.27855682;0.00142868
12.28451729;0.00086056
12.29047775;0.00363336
12.29643822;0.00743997
12.30239868;0.00912801
12.30835915;0.00870082
12.31431961;0.00764402
12.32028008;0.00399427
12.32624054;0.00087859
12.332201;0.00323522
12.33816147;0.00782928
12.34412193;0.00960658
12.3500824;0.01000824
12.35604286;0.00884064
12.36200333;0.0047228
12.36796379;0.00145928
12.37392426;0.00039466
12.37988472;0.00037885
12.38584518;0.00060305
12.39180565;0.00090788
12.39776611;0.00086963
12.40372658;0.00056648
12.40968704;0.0004013
12.41564751;0.000466
12.42160797;0.00059265
12.42756844;0.00059451
12.4335289;0.0006017
12.43948936;0.00051778
12.44544983;0.00039321
12.45141029;0.000273
12.45737076;0.00075585
12.46333122;0.00101222
12.46929169;0.00117263
12.47525215;0.00135481
12.48121262;0.00118506
12.48717308;0.00083701
12.49313354;0.00028621
12.49909401;0.00071522
12.50505447;0.00128129
12.51101494;0.00190329
12.5169754;0.002209
12.52293587;0.00223485
12.52889633;0.00190295
12.5348568;0.00107702
12.54081726;0.00059971
12.54677773;0.00075634
12.55273819;0.0015175
12.55869865;0.00214431
12.56465912;0.00261307
12.57061958;0.00238709
12.57658005;0.00181878
12.58254051;0.00113148
12.58850098;0.00023074
12.59446144;0.00163611
12.60042191;0.00329214
12.60638237;0.00465371
12.61234283;0.00456353
12.6183033;0.00409167
12.62426376;0.00273678
12.63022423;0.00038003
12.63618469;0.00487625
12.64214516;0.01273619
12.64810562;0.0174624
12.65406609;0.01733337
12.66002655;0.01599385
12.66598701;0.00981955
12.67194748;0.00218607
12.67790794;0.00068925
12.68386841;0.00275291
12.68982887;0.00391261
12.69578934;0.00431518
12.7017498;0.00415113
12.70771027;0.00253193
12.71367073;0.00099511
12.7196312;0.00044859
12.72559166;0.00026857
12.73155212;0.00004094
12.73751259;0.00023277
12.74347305;0.00027163
12.74943352;0.00029383
12.75539398;0.00023411
12.76135445;0.00009787
12.76731491;0.00025392
12.77327538;0.00039822
12.77923584;0.00051947
12.7851963;0.00048588
12.79115677;0.0004392
12.79711723;0.00027058
12.8030777;0.00035747
12.80903816;0.00066527
12.81499863;0.00090073
12.82095909;0.00115132
12.82691956;0.00122904
12.83288002;0.00117323
12.83884048;0.00073802
12.84480095;0.00021617
12.85076141;0.00046521
12.85672188;0.00126106
12.86268234;0.00194436
12.86864281;0.00241809
12.87460327;0.00234141
12.88056374;0.00150907
12.8865242;0.00073828
12.89248466;0.00039612
12.89844513;0.00156805
12.90440559;0.00257807
12.91036606;0.00353685
12.91632652;0.00362723
12.92228699;0.00299416
12.92824745;0.00217687
12.93420792;0.0004772
12.94016838;0.00150906
12.94612885;0.00380413
12.95208931;0.00602675
12.95804977;0.00618558
12.96401024;0.0055519
12.9699707;0.00407528
12.97593117;0.00229916
12.98189163;0.01633799
12.9878521;0.06084051
12.99381256;0.09677622
12.99977303;0.1022455
13.00573349;0.1003954
13.01169395;0.07218265
13.01765442;0.02507772
13.02361488;0.00253999
13.02957535;0.00123998
13.03553581;0.00203616
13.04149628;0.00233507
13.04745674;0.00239168
13.05341721;0.00157013
13.05937767;0.00070444
13.06533813;0.00033283
13.0712986;0.00025708
13.07725906;0.00015607
13.08321953;0.00012508
13.08917999;0.00017476
13.09514046;0.00019148
13.10110092;0.00017579
13.10706139;0.00026184
13.11302185;0.0005516
13.11898232;0.00061282
13.12494278;0.00068398
13.13090324;0.00065728
13.13686371;0.00062423
13.14282417;0.00038155
13.14878464;0.00038716
13.1547451;0.00069422
13.16070557;0.00090827
13.16666603;0.0012705
13.1726265;0.00136492
13.17858696;0.00134807
13.18454742;0.0010169
13.19050789;0.00045517
13.19646835;0.00011332
13.20242882;0.00084789
13.20838928;0.0015764
13.21434975;0.00211024
13.22031021;0.00233468
13.22627068;0.00179261
13.23223114;0.00109284
13.2381916;0.0003627
13.24415207;0.00137841
13.25011253;0.00255259
13.256073;0.0037822
13.26203346;0.00405229
13.26799393;0.00331489
13.27395439;0.00253983
13.27991486;0.00085934
13.28587532;0.00135859
13.29183578;0.00448256
13.29779625;0.00814652
13.30375671;0.00909936
13.30971718;0.00851071
13.31567764;0.00684346
13.32163811;0.00266663
13.32759857;0.00065014
13.33355904;0.00433904
13.3395195;0.00888116
13.34547997;0.01030299
13.35144043;0.01079923
13.35740089;0.00890013
13.36336136;0.00426245
13.36932182;0.00131355
13.37528229;0.00032319
13.38124275;0.00080265
13.38720322;0.00121132
13.39316368;0.00142009
13.39912415;0.00115957
13.40508461;0.00068716
13.41104507;0.00050559
13.41700554;0.00064765
13.422966;0.0006621
13.42892647;0.00058915
13.43488693;0.00058315
13.4408474;0.00044839
13.44680786;0.00033186
13.45276833;0.00024347
13.45872879;0.00058727
13.46468925;0.00083143
13.47064972;0.00108059
13.47661018;0.00125952
13.48257065;0.00121115
13.48853111;0.00093576
13.49449158;0.00033273
13.50045204;0.00050741
13.50641251;0.00094511
13.51237297;0.00143602
13.51833344;0.00166602
13.5242939;0.00171644
13.53025436;0.00144359
13.53621483;0.00086301
13.54217529;0.0002965
13.54813576;0.00062669
13.55409622;0.00156816
13.56005669;0.00245283
13.56601715;0.0030827
13.57197762;0.00272953
13.57793808;0.00205795
13.58389854;0.00111452
13.58985901;0.00064694
13.59581947;0.00219604
13.60177994;0.00405135
13.6077404;0.00514473
13.61370087;0.00478654
13.61966133;0.00413501
13.6256218;0.00225596
13.63158226;0.00110206
13.63754272;0.00687213
13.64350319;0.01520084
13.64946365;0.01875838
13.65542412;0.01835185
13.66138458;0.01631936
13.66734505;0.00872593
13.67330551;0.00174017
13.67926598;0.00159976
13.68522644;0.00384051
13.6911869;0.00476788
13.69714737;0.00501528
13.70310783;0.00432242
13.7090683;0.00219053
13.71502876;0.00078342
13.72098923;0.00051821
13.72694969;0.00053683
13.73291016;0.00054949
13.73887062;0.00066207
13.74483109;0.00061926
13.75079155;0.00045381
13.75675201;0.00038434
13.76271248;0.00045858
13.76867294;0.00056642
13.77463341;0.00063718
13.78059387;0.00074809
13.78655434;0.00059118
13.7925148;0.00039411
13.79847527;0.00022601
13.80443573;0.00067103
13.81039619;0.00100254
13.81635666;0.00125381
13.82231712;0.00153637
13.82827759;0.00159191
13.83423805;0.00144688
13.84019852;0.00088736
13.84615898;0.00025996
13.85211945;0.00065165
13.85807991;0.00141608
13.86404037;0.00191016
13.87000084;0.00215181
13.8759613;0.00191246
13.88192177;0.00106037
13.88788223;0.00031249
13.8938427;0.00079823
13.89980316;0.00179907
13.90576363;0.00270642
13.91172409;0.00346502
13.91768456;0.00332003
13.92364502;0.00269599
13.92960548;0.00183024
13.93556595;0.00007613
13.94152641;0.00202872
13.94748688;0.00465877
13.95344734;0.0065205
13.95940781;0.00638574
13.96536827;0.00565503
13.97132874;0.00362324
13.9772892;0.00296601
13.98324966;0.02359547
13.98921013;0.07022022
13.99517059;0.09808461
14.00113106;0.1007463
14.00709152;0.09594838
14.01305199;0.06075082
14.01901245;0.01721422
14.02497292;0.00094715
14.03093338;0.00169396
14.03689384;0.00246483
14.04285431;0.00292707
14.04881477;0.00290734
14.05477524;0.00195477
14.0607357;0.00097674
14.06669617;0.00057131
14.07265663;0.00034998
14.0786171;0.00029711
14.08457756;0.0004469
14.09053802;0.00042409
14.09649849;0.00038567
14.10245895;0.00029485
14.10841942;0.0002709
14.11437988;0.00062396
14.12034035;0.00084646
14.12630081;0.0010085
14.13226128;0.00089154
14.13822174;0.00062819
14.14418221;0.00021851
14.15014267;0.00047492
14.15610313;0.00092991
14.1620636;0.00131737
14.16802406;0.00167071
14.17398453;0.00172446
14.17994499;0.00153048
14.18590546;0.00093455
14.19186592;0.0003635
14.19782639;0.00047369
14.20378685;0.00119955
14.20974731;0.0018116
14.21570778;0.00233557
14.22166824;0.00240699
14.22762871;0.00179482
14.23358917;0.00120939
14.23954964;0.0002999
14.2455101;0.00113332
14.25147057;0.0023582
14.25743103;0.00372193
14.26339149;0.00404264
14.26935196;0.00344227
14.27531242;0.0024996
14.28127289;0.00044958
14.28723335;0.00215759
14.29319382;0.00587418
14.29915428;0.00922137
14.30511475;0.00940528
14.31107521;0.00856255
14.31703568;0.00622397
14.32299614;0.00185396
14.3289566;0.00109876
14.33491707;0.00591638
14.34087753;0.00992515
14.346838;0.01077109
14.35279846;0.01082525
14.35875893;0.00773552
14.36471939;0.00279568
14.37067986;0.00045625
14.37664032;0.00071392
14.38260078;0.00110384
14.38856125;0.00133868
14.39452171;0.0014668
14.40048218;0.00116975
14.40644264;0.00083765
14.41240311;0.00067275
14.41836357;0.00062799
14.42432404;0.00061691
14.4302845;0.00070736
14.43624496;0.00076633
14.44220543;0.00070531
14.44816589;0.00050933
14.45412636;0.00025445
14.46008682;0.00058868
14.46604729;0.00070568
14.47200775;0.00095454
14.47796822;0.00107361
14.48392868;0.0010305
14.48988914;0.00084839
14.49584961;0.00030215
14.50181007;0.00022532
14.50777054;0.00070285
14.513731;0.00123959
14.51969147;0.00149128
14.52565193;0.00151685
14.5316124;0.00106971
14.53757286;0.00050941
14.54353333;0.00051059
14.54949379;0.00129676
14.55545425;0.00203616
14.56141472;0.00256581
14.56737518;0.00275869
14.57333565;0.00220412
14.57929611;0.00159983
14.58525658;0.00061761
14.59121704;0.00094643
14.59717751;0.00254945
14.60313797;0.0044848
14.60909843;0.0051836
14.6150589;0.00451228
14.62101936;0.00350449
14.62697983;0.00115075
14.63294029;0.00242611
14.63890076;0.00928075
14.64486122;0.01737189
14.65082169;0.01951509
14.65678215;0.01892632
14.66274261;0.01576604
14.66870308;0.00696801
14.67466354;0.00109096
14.68062401;0.00211825
14.68658447;0.00435966
14.69254494;0.00517053
14.6985054;0.0055484
14.70446587;0.00461953
14.71042633;0.00229847
14.7163868;0.00075194
14.72234726;0.00037004
14.72830772;0.00081919
14.73426819;0.00105238
14.74022865;0.00112687
14.74618912;0.00094531
14.75214958;0.0006269
14.75811005;0.00055338
14.76407051;0.00065699
14.77003098;0.00063782
14.77599144;0.00057458
14.7819519;0.00054593
14.78791237;0.00043769
14.79387283;0.00038152
14.7998333;0.00006903
14.80579376;0.00039575
14.81175423;0.0007017
14.81771469;0.0009957
14.82367516;0.00117422
14.82963562;0.00119648
14.83559608;0.00103573
14.84155655;0.00041658
14.84751701;0.00011663
14.85347748;0.00059772
14.85943794;0.00126793
14.86539841;0.00182973
14.87135887;0.00218732
14.87731934;0.00199155
14.8832798;0.00131397
14.88924026;0.00065644
14.89520073;0.00077997
14.90116119;0.00181308
14.90712166;0.00287137
14.91308212;0.00354163
14.91904259;0.00320662
14.92500305;0.00256231
14.93096352;0.0015601
14.93692398;0.00038371
14.94288445;0.0024947
14.94884491;0.0053227
14.95480537;0.00681311
14.96076584;0.00654205
14.9667263;0.0056978
14.97268677;0.00336601
14.97864723;0.00503331
14.9846077;0.03250434
14.99056816;0.07825276
14.99652863;0.09787362
15.00248909;0.09899069
15.00844955;0.08955099
15.01441002;0.04901195
15.02037048;0.01124499
15.02633095;0.0004251
15.03229141;0.00214049
15.03825188;0.00284256
15.04421234;0.00334992
15.05017281;0.00303434
15.05613327;0.0018849
15.06209373;0.00085487
15.0680542;0.00025327
15.07401466;0.00014487
15.07997513;0.00045272
15.08593559;0.0006745
15.09189606;0.00067403
15.09785652;0.00065635
15.10381699;0.00052837
15.10977745;0.00057854
15.11573792;0.00074101
15.12169838;0.00086099
15.12765884;0.00097051
15.13361931;0.00087609
15.13957977;0.00062821
15.14554024;0.00013066
15.1515007;0.00056376
15.15746117;0.00100076
15.16342163;0.0013783
15.1693821;0.00157422
15.17534256;0.00151827
15.18130302;0.00121191
15.18726349;0.00053206
15.19322395;0.00020234
15.19918442;0.00078718
15.20514488;0.00157924
15.21110535;0.00226397
15.21706581;0.00284394
15.22302628;0.00278772
15.22898674;0.00210404
15.2349472;0.00132168
15.24090767;0.0004174
15.24686813;0.00148781
15.2528286;0.00277449
15.25878906;0.00391136
15.26474953;0.00386627
15.27070999;0.00320838
15.27667046;0.00201783
15.28263092;0.00016132
15.28859138;0.00287997
15.29455185;0.00695682
15.30051231;0.00988019
15.30647278;0.00978288
15.31243324;0.00891698
15.31839371;0.00580752
15.32435417;0.00145102
15.33031464;0.00218412
15.3362751;0.0077411
15.34223557;0.01107168
15.34819603;0.01174059
15.35415649;0.01142726
15.36011696;0.00742598
15.36607742;0.00265176
15.37203789;0.00052758
15.37799835;0.00062973
15.38395882;0.00112976
15.38991928;0.00153141
15.39587975;0.00164656
15.40184021;0.00115249
15.40780067;0.00063505
15.41376114;0.00048566
15.4197216;0.00047946
15.42568207;0.00038326
15.43164253;0.00024361
15.437603;0.00020998
15.44356346;0.00028136
15.44952393;0.00021395
15.45548439;0.00024692
15.46144485;0.00047691
15.46740532;0.00059178
15.47336578;0.00076833
15.47932625;0.00084953
15.48528671;0.0008462
15.49124718;0.00056317
15.49720764;0.00021043
15.50316811;0.00065398
15.50912857;0.00119719
15.51508904;0.00175846
15.5210495;0.00201735
15.52700996;0.00194869
15.53297043;0.00134215
15.53893089;0.00054359
15.54489136;0.00025227
15.55085182;0.00120897
15.55681229;0.00200416
15.56277275;0.00267721
15.56873322;0.00282237
15.57469368;0.00225295
15.58065414;0.00155689
15.58661461;0.00031203
15.59257507;0.00131966
15.59853554;0.00309366
15.604496;0.0048509
15.61045647;0.0051541
15.61641693;0.00459636
15.6223774;0.00356684
15.62833786;0.00101562
15.63429832;0.00318007
15.64025879;0.0114218
15.64621925;0.01914155
15.65217972;0.02039894
15.65814018;0.01965545
15.66410065;0.01478105
15.67006111;0.00514543
15.67602158;0.00080674
15.68198204;0.00274802
15.6879425;0.00478733
15.69390297;0.00545887
15.69986343;0.00572215
15.7058239;0.00426916
15.71178436;0.00187937
15.71774483;0.00059681
15.72370529;0.00027391
15.72966576;0.0006102
15.73562622;0.00090887
15.74158669;0.00106175
15.74754715;0.00091503
15.75350761;0.00073263
15.75946808;0.00069566
15.76542854;0.00066165
15.77138901;0.0005188
15.77734947;0.00060184
15.78330994;0.00079034
15.7892704;0.00080808
15.79523087;0.00066669
15.80119133;0.00039515
15.80715179;0.00054004
15.81311226;0.00080675
15.81907272;0.00118079
15.82503319;0.00139142
15.83099365;0.00137647
15.83695412;0.00107281
15.84291458;0.00034405
15.84887505;0.00038514
15.85483551;0.0009879
15.86079597;0.00163715
15.86675644;0.00210938
15.8727169;0.00226053
15.87867737;0.00186951
15.88463783;0.00120172
15.8905983;0.00035461
15.89655876;0.00100894
15.90251923;0.00210855
15.90847969;0.00314586
15.91444016;0.00357577
15.92040062;0.00293703
15.92636108;0.00206307
15.93232155;0.00077261
15.93828201;0.00113263
15.94424248;0.00328848
15.95020294;0.00598943
15.95616341;0.00682831
15.96212387;0.00625517
15.96808434;0.00510931
15.9740448;0.00256643
15.98000526;0.00767493
15.98596573;0.04156077
15.99192619;0.0837932
15.99788666;0.09626999
16.00384712;0.09658534
16.00980759;0.08116158
16.01576805;0.03760811
16.02172852;0.0065632
16.02768898;0.00086293
16.03364944;0.0025722
16.03960991;0.0031355
16.04557037;0.00353198
16.05153084;0.00292998
16.0574913;0.00171823
16.06345177;0.00088879
16.06941223;0.00047245
16.0753727;0.00014664
16.08133316;0.00018696
16.08729362;0.00050062
16.09325409;0.00050053
16.09921455;0.00039592
16.10517502;0.00037892
16.11113548;0.00060481
16.11709595;0.000668
16.12305641;0.00072024
16.12901688;0.00081356
16.13497734;0.00080016
16.14093781;0.00058617
16.14689827;0.00007913
16.15285873;0.00052013
16.1588192;0.00084466
16.16477966;0.00119245
16.17074013;0.00133254
16.17670059;0.00125225
16.18266106;0.00098858
16.18862152;0.00048941
16.19458199;0.00015405
16.20054245;0.00045618
16.20650291;0.00113497
16.21246338;0.00171743
16.21842384;0.00222973
16.22438431;0.00213583
16.23034477;0.0016165
16.23630524;0.00089141
16.2422657;0.00053785
16.24822617;0.001666
16.25418663;0.00302223
16.26014709;0.00393278
16.26610756;0.00348284
16.27206802;0.0027206
16.27802849;0.00142822
16.28398895;0.00077093
16.28994942;0.00371928
16.29590988;0.00792732
16.30187035;0.01009402
16.30783081;0.00977928
16.31379128;0.00883733
16.31975174;0.0050598
16.3257122;0.00129017
16.33167267;0.00362058
16.33763313;0.00943484
16.3435936;0.01198857
16.34955406;0.01250579
16.35551453;0.01143811
16.36147499;0.00644562
16.36743546;0.00175584
16.37339592;0.00047435
16.37935638;0.00150881
16.38531685;0.00195312
16.39127731;0.00219986
16.39723778;0.00192374
16.40319824;0.00116513
16.40915871;0.0006356
16.41511917;0.00039422
16.42107964;0.00028545
16.4270401;0.00027831
16.43300056;0.00037663
16.43896103;0.00032282
16.44492149;0.00026138
16.45088196;0.00013335
16.45684242;0.00047114
16.46280289;0.00067832
16.46876335;0.00076986
16.47472382;0.00084271
16.48068428;0.00068113
16.48664474;0.0003825
16.49260521;0.00013363
16.49856567;0.00070668
16.50452614;0.00103916
16.5104866;0.00132967
16.51644707;0.00147572
16.52240753;0.00154278
16.528368;0.00142687
16.53432846;0.00088775
16.54028893;0.00033384
16.54624939;0.00043932
16.55220985;0.00136275
16.55817032;0.00217861
16.56413078;0.00283631
16.57009125;0.00276122
16.57605171;0.00213937
16.58201218;0.00141374
16.58797264;0.00038186
16.59393311;0.00169275
16.59989357;0.00350809
16.60585403;0.00506676
16.6118145;0.00508758
16.61777496;0.00440725
16.62373543;0.00286546
16.62969589;0.0005721
16.63565636;0.00523292
16.64161682;0.0144466
16.64757729;0.02089591
16.65353775;0.02108384
16.65949821;0.0198386
16.66545868;0.01322908
16.67141914;0.00364219
16.67737961;0.0010167
16.68334007;0.00355175
16.68930054;0.00516153
16.695261;0.00559948
16.70122147;0.00547014
16.70718193;0.00344541
16.7131424;0.00118077
16.71910286;0.00046513
16.72506332;0.0008083
16.73102379;0.0010196
16.73698425;0.0012692
16.74294472;0.0012951
16.74890518;0.00093792
16.75486565;0.00061818
16.76082611;0.00043282
16.76678658;0.00036323
16.77274704;0.00029619
16.7787075;0.00028714
16.78466797;0.00021937
16.79062843;0.00014301
16.7965889;0.00004311
16.80254936;0.00034684
16.80850983;0.00067148
16.81447029;0.00081055
16.82043076;0.00102887
16.82639122;0.00115737
16.83235168;0.00108618
16.83831215;0.00067682
16.84427261;0.00019293
16.85023308;0.0005917
16.85619354;0.00112058
16.86215401;0.00159649
16.86811447;0.00183623
16.87407494;0.00171823
16.8800354;0.0010812
16.88599586;0.00050124
16.89195633;0.0005427
16.89791679;0.00144424
16.90387726;0.00231376
16.90983772;0.0032553
16.91579819;0.00342778
16.92175865;0.00275381
16.92771912;0.00197931
16.93367958;0.00056733
16.93964005;0.00129275
16.94560051;0.00351086
16.95156097;0.00601429
16.95752144;0.00648065
16.9634819;0.00595283
16.96944237;0.00457797
16.97540283;0.00214383
16.9813633;0.01190464
16.98732376;0.05068132
16.99328423;0.0869324
16.99924469;0.09408493
17.00520515;0.09345087
17.01116562;0.07123869
17.01712608;0.02756109
17.02308655;0.00346076
17.02904701;0.00169823
17.03500748;0.00320053
17.04096794;0.0037139
17.04692841;0.00399497
17.05288887;0.00299841
17.05884933;0.0015952
17.0648098;0.00079852
17.07077026;0.00045297
17.07673073;0.00030799
17.08269119;0.00041362
17.08865166;0.00054168
17.09461212;0.00042193
17.10057259;0.0004417
17.10653305;0.00036949
17.11249352;0.00038433
17.11845398;0.00035382
17.12441444;0.00034549
17.13037491;0.00040647
17.13633537;0.00046201
17.14229584;0.00040533
17.1482563;0.00024131
17.15421677;0.00066427
17.16017723;0.00106182
17.1661377;0.00147773
17.17209816;0.00158594
17.17805862;0.00149779
17.18401909;0.00104651
17.18997955;0.00024278
17.19594002;0.00048152
17.20190048;0.00118596
17.20786095;0.001817
17.21382141;0.00222537
17.21978188;0.00238649
17.22574234;0.00189328
17.2317028;0.00126281
17.23766327;0.00045061
17.24362373;0.00084861
17.2495842;0.00216968
17.25554466;0.00358959
17.26150513;0.00431291
17.26746559;0.00384301
17.27342606;0.00303529
17.27938652;0.0013984
17.28534698;0.00094296
17.29130745;0.00442492
17.29726791;0.00881568
17.30322838;0.01038536
17.30918884;0.00997842
17.31514931;0.00854504
17.32110977;0.00406168
17.32707024;0.00120205
17.3330307;0.00501103
17.33899117;0.01065947
17.34495163;0.01254277
17.35091209;0.01308497
17.35687256;0.01117543
17.36283302;0.00555687
17.36879349;0.00141938
17.37475395;0.0004881
17.38071442;0.00147207
17.38667488;0.00193397
17.39263535;0.00224874
17.39859581;0.00181573
17.40455627;0.00108417
17.41051674;0.00070294
17.4164772;0.00042139
17.42243767;0.0002264
17.42839813;0.00008817
17.4343586;0.00032379
17.44031906;0.00034433
17.44627953;0.00030653
17.45223999;0.00035326
17.45820045;0.00057034
17.46416092;0.00068573
17.47012138;0.00076595
17.47608185;0.00080811
17.48204231;0.00068522
17.48800278;0.00046982
17.49396324;0.00012563
17.49992371;0.00066927
17.50588417;0.00102607
17.51184464;0.00139296
17.5178051;0.00165087
17.52376556;0.0017601
17.52972603;0.00157047
17.53568649;0.00099232
17.54164696;0.00041601
17.54760742;0.00028716
17.55356789;0.00112811
17.55952835;0.00193138
17.56548882;0.00253172
17.57144928;0.00233912
17.57740974;0.0017399
17.58337021;0.00093463
17.58933067;0.00045017
17.59529114;0.00191745
17.6012516;0.00379143
17.60721207;0.00500427
17.61317253;0.00466954
17.619133;0.00402478
17.62509346;0.00232998
17.63105392;0.00092446
17.63701439;0.00702062
17.64297485;0.01684132
17.64893532;0.02190918
17.65489578;0.0216948
17.66085625;0.01981907
17.66681671;0.01153439
17.67277718;0.00267651
17.67873764;0.00184356
17.6846981;0.00471513
17.69065857;0.00604018
17.69661903;0.00651806
17.7025795;0.00608415
17.70853996;0.00358386
17.71450043;0.00135891
17.72046089;0.00044419
17.72642136;0.00094213
17.73238182;0.00138067
17.73834229;0.00166384
17.74430275;0.00140831
17.75026321;0.0007903
17.75622368;0.00041497
17.76218414;0.00020711
17.76814461;0.00029665
17.77410507;0.00029057
17.78006554;0.00027461
17.786026;0.00031337
17.79198647;0.00039701
17.79794693;0.00052401
17.80390739;0.00072114
17.80986786;0.00094064
17.81582832;0.00106698
17.82178879;0.00119552
17.82774925;0.00115647
17.83370972;0.0010106
17.83967018;0.00057611
17.84563065;0.0001291
17.85159111;0.00047404
17.85755157;0.00097803
17.86351204;0.00146714
17.8694725;0.00183235
17.87543297;0.00179981
17.88139343;0.00123656
17.8873539;0.00060431
17.89331436;0.00028004
17.89927483;0.00131184
17.90523529;0.00231503
17.91119576;0.00321948
17.91715622;0.00319684
17.92311668;0.00250887
17.92907715;0.00165544
17.93503761;0.00015885
17.94099808;0.00190382
17.94695854;0.00451294
17.95291901;0.00665605
17.95887947;0.00666949
17.96483994;0.00596911
17.9708004;0.00402425
17.97676086;0.00225298
17.98272133;0.01765488
17.98868179;0.05920525
17.99464226;0.08809518
18.00060272;0.09173788
18.00656319;0.08914953
18.01252365;0.06048068
18.01848412;0.01940358
18.02444458;0.00175019
18.03040504;0.00191531
18.03636551;0.00310905
18.04232597;0.0035791
18.04828644;0.00360525
18.0542469;0.00239921
18.06020737;0.00119139
18.06616783;0.00065951
18.0721283;0.00047516
18.07808876;0.00049437
18.08404922;0.00072713
18.09000969;0.00085285
18.09597015;0.00067773
18.10193062;0.00051204
18.10789108;0.00046048
18.11385155;0.0005653
18.11981201;0.00063205
18.12577248;0.00075962
18.13173294;0.00077614
18.13769341;0.00071609
18.14365387;0.00053143
18.14961433;0.00040053
18.1555748;0.00066943
18.16153526;0.00088416
18.16749573;0.00117611
18.17345619;0.00131031
18.17941666;0.00128359
18.18537712;0.00087264
18.19133759;0.00040916
18.19729805;0.00056678
18.20325851;0.00107305
18.20921898;0.00164064
18.21517944;0.00206245
18.22113991;0.00224273
18.22710037;0.00181136
18.23306084;0.00113734
18.2390213;0.0001896
18.24498177;0.00109721
18.25094223;0.00242272
18.25690269;0.00377559
18.26286316;0.00404845
18.26882362;0.00339777
18.27478409;0.00252644
18.28074455;0.00068885
18.28670502;0.00182417
18.29266548;0.00562405
18.29862595;0.0096352
18.30458641;0.01032668
18.31054688;0.00964571
18.31650734;0.00756111
18.3224678;0.00280849
18.32842827;0.00143952
18.33438873;0.00672238
18.3403492;0.0118073
18.34630966;0.01303187
18.35227013;0.01327385
18.35823059;0.01017425
18.36419106;0.00429682
18.37015152;0.00077482
18.37611198;0.00095651
18.38207245;0.00192742
18.38803291;0.00246331
18.39399338;0.00274414
18.39995384;0.00223055
18.40591431;0.00146081
18.41187477;0.0008924
18.41783524;0.00052623
18.4237957;0.000243
18.42975616;0.00018699
18.43571663;0.00037724
18.44167709;0.00029257
18.44763756;0.00019892
18.45359802;0.00018613
18.45955849;0.00025166
18.46551895;0.0002388
18.47147942;0.00026632
18.47743988;0.00040168
18.48340034;0.00051401
18.48936081;0.00046837
18.49532127;0.00010837
18.50128174;0.0002928
18.5072422;0.00067845
18.51320267;0.00117815
18.51916313;0.0015264
18.5251236;0.00167078
18.53108406;0.00134556
18.53704453;0.00069675
18.54300499;0.00013568
18.54896545;0.00077731
18.55492592;0.00149286
18.56088638;0.00208545
18.56684685;0.00243368
18.57280731;0.00194775
18.57876778;0.00124407
18.58472824;0.0002429
18.59068871;0.00127197
18.59664917;0.00279672
18.60260963;0.00457573
18.6085701;0.00536535
18.61453056;0.0048013
18.62049103;0.00400326
18.62645149;0.00203252
18.63241196;0.00151804
18.63837242;0.00900633
18.64433289;0.0189542
18.65029335;0.02248862
18.65625381;0.02201221
18.66221428;0.01892405
18.66817474;0.00905544
18.67413521;0.00141049
18.68009567;0.00229198
18.68605614;0.00531065
18.6920166;0.00647968
18.69797707;0.00692934
18.70393753;0.00588014
18.70989799;0.00295098
18.71585846;0.00077924
18.72181892;0.00051774
18.72777939;0.00117456
18.73373985;0.00161794
18.73970032;0.0019198
18.74566078;0.00166179
18.75162125;0.00119672
18.75758171;0.0008441
18.76354218;0.00057627
18.76950264;0.00048868
18.7754631;0.00063659
18.78142357;0.00075524
18.78738403;0.00076564
18.7933445;0.00074047
18.79930496;0.00074158
18.80526543;0.00094803
18.81122589;0.00097871
18.81718636;0.00096624
18.82314682;0.00096743
18.82910728;0.00087903
18.83506775;0.00073173
18.84102821;0.0003018
18.84698868;0.00016525
18.85294914;0.00055891
18.85890961;0.00098243
18.86487007;0.00126875
18.87083054;0.00139365
18.876791;0.00116375
18.88275146;0.00059853
18.88871193;0.00020531
18.89467239;0.00069563
18.90063286;0.00142146
18.90659332;0.0022891
