MHz;mV
0.78048706;0.01034149
0.78086853;0.01241574
0.78125;0.01223079
0.78163147;0.00992464
0.78201294;0.00929626
0.78239441;0.00759472
0.78277588;0.01071021
0.78315735;0.01493481
0.78353882;0.01571102
0.78392029;0.0130512
0.78430176;0.01076499
0.78468323;0.00798963
0.7850647;0.00546336
0.78544617;0.00449238
0.78582764;0.00333438
0.78620911;0.00366203
0.78659058;0.00653544
0.78697205;0.00760962
0.78735352;0.00239252
0.78773499;0.00467368
0.78811646;0.01063914
0.78849792;0.01686287
0.78887939;0.01810069
0.78926086;0.01792731
0.78964233;0.01922092
0.7900238;0.02032378
0.79040527;0.02320068
0.79078674;0.0240451
0.79116821;0.01879647
0.79154968;0.00957714
0.79193115;0.00290022
0.79231262;0.00570089
0.79269409;0.00900205
0.79307556;0.00842292
0.79345703;0.00677447
0.7938385;0.00736311
0.79421997;0.00790537
0.79460144;0.00831589
0.79498291;0.00843394
0.79536438;0.00736841
0.79574585;0.00828242
0.79612732;0.00807519
0.79650879;0.01240764
0.79689026;0.01780728
0.79727173;0.01573042
0.7976532;0.01299706
0.79803467;0.00844187
0.79841614;0.00215043
0.79879761;0.00677805
0.79917908;0.01418417
0.79956055;0.02073183
0.79994202;0.02236624
0.80032349;0.02008634
0.80070496;0.01772587
0.80108643;0.01452426
0.8014679;0.01033648
0.80184937;0.0084319
0.80223083;0.00768629
0.8026123;0.00934624
0.80299377;0.01702244
0.80337524;0.02308972
0.80375671;0.02141738
0.80413818;0.01247963
0.80451965;0.00479737
0.80490112;0.00633135
0.80528259;0.0080945
0.80566406;0.00825988
0.80604553;0.00860633
0.806427;0.01032205
0.80680847;0.01407128
0.80718994;0.0165434
0.80757141;0.01381321
0.80795288;0.00708646
0.80833435;0.0026521
0.80871582;0.0038286
0.80909729;0.00719476
0.80947876;0.00960741
0.80986023;0.01190085
0.8102417;0.01094368
0.81062317;0.00668383
0.81100464;0.00409147
0.81138611;0.00269376
0.81176758;0.007438
0.81214905;0.00907533
0.81253052;0.00700541
0.81291199;0.00788737
0.81329346;0.00921894
0.81367493;0.00748927
0.8140564;0.006299
0.81443787;0.00468511
0.81481934;0.00104745
0.81520081;0.00423861
0.81558228;0.00876926
0.81596375;0.00976103
0.81634521;0.00673606
0.81672668;0.00411144
0.81710815;0.00319704
0.81748962;0.00928948
0.81787109;0.01533862
0.81825256;0.01728875
0.81863403;0.01913757
0.8190155;0.01872932
0.81939697;0.01523192
0.81977844;0.01290379
0.82015991;0.00880377
0.82054138;0.00661995
0.82092285;0.00692753
0.82130432;0.00793446
0.82168579;0.00868476
0.82206726;0.01015101
0.82244873;0.01176372
0.8228302;0.01084703
0.82321167;0.00955627
0.82359314;0.01005979
0.82397461;0.0117731
0.82435608;0.01054595
0.82473755;0.00959519
0.82511902;0.01481168
0.82550049;0.01688297
0.82588196;0.01466771
0.82626343;0.01863349
0.8266449;0.02289311
0.82702637;0.02083956
0.82740784;0.01659528
0.82778931;0.01180142
0.82817078;0.00740126
0.82855225;0.0043181
0.82893372;0.00649767
0.82931519;0.00391745
0.82969666;0.00452252
0.83007813;0.00871761
0.83045959;0.01220763
0.83084106;0.01368459
0.83122253;0.01423593
0.831604;0.01746203
0.83198547;0.03742143
0.83236694;0.08703897
0.83274841;0.1094357
0.83312988;0.1172233
0.83351135;0.1141908
0.83389282;0.07866232
0.83427429;0.04282229
0.83465576;0.03282398
0.83503723;0.0382957
0.8354187;0.03231351
0.83580017;0.02213945
0.83618164;0.01743901
0.83656311;0.01220623
0.83694458;0.01422855
0.83732605;0.02134266
0.83770752;0.02411349
0.83808899;0.02329205
0.83847046;0.01559339
0.83885193;0.00634453
0.8392334;0.00350953
0.83961487;0.01137841
0.83999634;0.01582822
0.84037781;0.01545721
0.84075928;0.01201774
0.84114075;0.00761437
0.84152222;0.00782774
0.84190369;0.0148625
0.84228516;0.01667739
0.84266663;0.01617646
0.8430481;0.01449082
0.84342957;0.0101116
0.84381104;0.00608294
0.8441925;0.00281813
0.84457397;0.00190919
0.84495544;0.00395691
0.84533691;0.00466277
0.84571838;0.00465974
0.84609985;0.0052712
0.84648132;0.00460102
0.84686279;0.00544459
0.84724426;0.00766826
0.84762573;0.00973714
0.8480072;0.01121317
0.84838867;0.0145916
0.84877014;0.01873757
0.84915161;0.02148996
0.84953308;0.02171974
0.84991455;0.01969454
0.85029602;0.01687645
0.85067749;0.01410005
0.85105896;0.01222766
0.85144043;0.01017581
0.8518219;0.00547345
0.85220337;0.00234107
0.85258484;0.00521173
0.85296631;0.00329566
0.85334778;0.00498753
0.85372925;0.01254886
0.85411072;0.01421658
0.85449219;0.01324543
0.85487366;0.00821783
0.85525513;0.00279316
0.8556366;0.00145789
0.85601807;0.00538383
0.85639954;0.01337107
0.85678101;0.01964462
0.85716248;0.02220216
0.85754395;0.01920547
0.85792542;0.01413801
0.85830688;0.00977425
0.85868835;0.00929486
0.85906982;0.01368057
0.85945129;0.01672517
0.85983276;0.01703534
0.86021423;0.01509947
0.8605957;0.01328198
0.86097717;0.01207067
0.86135864;0.01030989
0.86174011;0.00935243
0.86212158;0.01062722
0.86250305;0.01322813
0.86288452;0.00950546
0.86326599;0.00143075
0.86364746;0.01012611
0.86402893;0.01753734
0.8644104;0.01945929
0.86479187;0.01892632
0.86517334;0.01714693
0.86555481;0.01398493
0.86593628;0.01247231
0.86631775;0.01538562
0.86669922;0.01999023
0.86708069;0.02052915
0.86746216;0.01890975
0.86784363;0.01621025
0.8682251;0.00953904
0.86860657;0.00328294
0.86898804;0.00199871
0.86936951;0.00556586
0.86975098;0.00908076
0.87013245;0.01310574
0.87051392;0.02010347
0.87089539;0.02040923
0.87127686;0.01307813
0.87165833;0.00947678
0.87203979;0.01663233
0.87242126;0.02215187
0.87280273;0.01977287
0.8731842;0.01291122
0.87356567;0.00883643
0.87394714;0.00915858
0.87432861;0.00766081
0.87471008;0.00492865
0.87509155;0.00658188
0.87547302;0.01042306
0.87585449;0.01302092
0.87623596;0.01155532
0.87661743;0.00963336
0.8769989;0.01385427
0.87738037;0.01673803
0.87776184;0.01650965
0.87814331;0.01697545
0.87852478;0.01634224
0.87890625;0.01583304
0.87928772;0.01709878
0.87966919;0.01752491
0.88005066;0.01478525
0.88043213;0.01416861
0.8808136;0.02132056
0.88119507;0.02847281
0.88157654;0.02814372
0.88195801;0.02134555
0.88233948;0.01079483
0.88272095;0.00825157
0.88310242;0.01076086
0.88348389;0.0080849
0.88386536;0.00587398
0.88424683;0.00503276
0.8846283;0.00173127
0.88500977;0.00314085
0.88539124;0.0079744
0.88577271;0.00959365
0.88615417;0.00663329
0.88653564;0.00560813
0.88691711;0.00669786
0.88729858;0.00787437
0.88768005;0.00462812
0.88806152;0.00449023
0.88844299;0.00278746
0.88882446;0.00599081
0.88920593;0.00765142
0.8895874;0.00711654
0.88996887;0.00927309
0.89035034;0.01204789
0.89073181;0.01462294
0.89111328;0.01786555
0.89149475;0.01825487
0.89187622;0.01454878
0.89225769;0.00577189
0.89263916;0.00377659
0.89302063;0.00915282
0.8934021;0.01357101
0.89378357;0.01454412
0.89416504;0.01138182
0.89454651;0.00887475
0.89492798;0.00812183
0.89530945;0.00920239
0.89569092;0.0092153
0.89607239;0.01125951
0.89645386;0.01379991
0.89683533;0.01574598
0.8972168;0.01721536
0.89759827;0.01516694
0.89797974;0.01690004
0.89836121;0.02163142
0.89874268;0.01916215
0.89912415;0.01489479
0.89950562;0.00760359
0.89988708;0.00579655
0.90026855;0.01111471
0.90065002;0.01062292
0.90103149;0.00722858
0.90141296;0.0067711
0.90179443;0.01123121
0.9021759;0.01136951
0.90255737;0.00860073
0.90293884;0.01045614
0.90332031;0.01460601
0.90370178;0.01559199
0.90408325;0.01380036
0.90446472;0.01196387
0.90484619;0.00846425
0.90522766;0.0074726
0.90560913;0.01161364
0.9059906;0.01057936
0.90637207;0.00775784
0.90675354;0.01079817
0.90713501;0.01376831
0.90751648;0.01360301
0.90789795;0.00951695
0.90827942;0.00508345
0.90866089;0.00914413
0.90904236;0.01419353
0.90942383;0.01264026
0.9098053;0.00992173
0.91018677;0.00713842
0.91056824;0.00447766
0.91094971;0.01005025
0.91133118;0.01535821
0.91171265;0.01735837
0.91209412;0.01650129
0.91247559;0.01617265
0.91285706;0.01331578
0.91323853;0.01051406
0.91362;0.00963528
0.91400146;0.01271188
0.91438293;0.01829322
0.9147644;0.02022719
0.91514587;0.02626807
0.91552734;0.1246217
0.91590881;0.273285
0.91629028;0.3284
0.91667175;0.3303797
0.91705322;0.2962534
0.91743469;0.1665481
0.91781616;0.05769596
0.91819763;0.02933913
0.9185791;0.02248843
0.91896057;0.01721986
0.91934204;0.01452641
0.91972351;0.01348189
0.92010498;0.01148401
0.92048645;0.0093675
0.92086792;0.00485732
0.92124939;0.00494971
0.92163086;0.00956705
0.92201233;0.01044149
0.9223938;0.00859782
0.92277527;0.00969173
0.92315674;0.01351761
0.92353821;0.01758197
0.92391968;0.01905779
0.92430115;0.01809387
0.92468262;0.01745416
0.92506409;0.01954772
0.92544556;0.01957435
0.92582703;0.01523084
0.9262085;0.00965197
0.92658997;0.00530641
0.92697144;0.00544327
0.92735291;0.00517574
0.92773438;0.0031633
0.92811584;0.00143327
0.92849731;0.00056081
0.92887878;0.00206768
0.92926025;0.0068348
0.92964172;0.01121387
0.93002319;0.01418655
0.93040466;0.01542021
0.93078613;0.01395154
0.9311676;0.01109646
0.93154907;0.00847634
0.93193054;0.00350887
0.93231201;0.0065912
0.93269348;0.01521783
0.93307495;0.0203367
0.93345642;0.02420375
0.93383789;0.02432056
0.93421936;0.01978753
0.93460083;0.01179298
0.9349823;0.00503731
0.93536377;0.00937075
0.93574524;0.01126402
0.93612671;0.01098202
0.93650818;0.01016333
0.93688965;0.00565649
0.93727112;0.00181954
0.93765259;0.00227395
0.93803406;0.00416179
0.93841553;0.00707974
0.938797;0.01185035
0.93917847;0.01325829
0.93955994;0.01031298
0.93994141;0.00695856
0.94032288;0.00430068
0.94070435;0.00573865
0.94108582;0.00693938
0.94146729;0.00235057
0.94184875;0.00625638
0.94223022;0.01188989
0.94261169;0.01493845
0.94299316;0.0175742
0.94337463;0.01902917
0.9437561;0.01924069
0.94413757;0.01997908
0.94451904;0.01899828
0.94490051;0.01497883
0.94528198;0.01085452
0.94566345;0.00744301
0.94604492;0.00583235
0.94642639;0.00971582
0.94680786;0.01253699
0.94718933;0.01108073
0.9475708;0.00980309
0.94795227;0.00796752
0.94833374;0.00874862
0.94871521;0.01412756
0.94909668;0.01866729
0.94947815;0.0190773
0.94985962;0.01665138
0.95024109;0.01397873
0.95062256;0.01009424
0.95100403;0.01286484
0.9513855;0.0104389
0.95176697;0.00790834
0.95214844;0.00996362
0.95252991;0.00803125
0.95291138;0.00578723
0.95329285;0.00563324
0.95367432;0.00634317
0.95405579;0.00447656
0.95443726;0.00335808
0.95481873;0.00636831
0.9552002;0.00826107
0.95558167;0.00853816
0.95596313;0.00885293
0.9563446;0.00979373
0.95672607;0.01421633
0.95710754;0.01684168
0.95748901;0.01432717
0.95787048;0.01121035
0.95825195;0.0078233
0.95863342;0.00685428
0.95901489;0.01253117
0.95939636;0.0221878
0.95977783;0.02788765
0.9601593;0.02565537
0.96054077;0.01558238
0.96092224;0.00836778
0.96130371;0.01422994
0.96168518;0.01522749
0.96206665;0.01206837
0.96244812;0.01168199
0.96282959;0.01502137
0.96321106;0.01448008
0.96359253;0.01248138
0.963974;0.01263713
0.96435547;0.01117186
0.96473694;0.00868866
0.96511841;0.00995943
0.96549988;0.01096957
0.96588135;0.00789792
0.96626282;0.00519359
0.96664429;0.00364891
0.96702576;0.00349202
0.96740723;0.00529945
0.9677887;0.00439845
0.96817017;0.00744477
0.96855164;0.00959049
0.96893311;0.00982449
0.96931458;0.01161007
0.96969604;0.01524823
0.97007751;0.01474399
0.97045898;0.0067086
0.97084045;0.00513307
0.97122192;0.01116665
0.97160339;0.01428973
0.97198486;0.01285169
0.97236633;0.00955842
0.9727478;0.00520379
0.97312927;0.00488801
0.97351074;0.00911688
0.97389221;0.01813777
0.97427368;0.02269402
0.97465515;0.02286464
0.97503662;0.01886164
0.97541809;0.01169211
0.97579956;0.00314258
0.97618103;0.0047051
0.9765625;0.00808269
0.97694397;0.00950478
0.97732544;0.00886012
0.97770691;0.00381621
0.97808838;0.00369261
0.97846985;0.00963888
0.97885132;0.01331116
0.97923279;0.01364403
0.97961426;0.01381943
0.97999573;0.01368961
0.9803772;0.01125883
0.98075867;0.00813544
0.98114014;0.00534951
0.98152161;0.00626667
0.98190308;0.00760035
0.98228455;0.01069713
0.98266602;0.01514975
0.98304749;0.01938712
0.98342896;0.02066457
0.98381042;0.02038344
0.98419189;0.01879983
0.98457336;0.01167421
0.98495483;0.00673692
0.9853363;0.00772449
0.98571777;0.0070013
0.98609924;0.00550229
0.98648071;0.00700539
0.98686218;0.01349039
0.98724365;0.01730291
0.98762512;0.01648272
0.98800659;0.01281481
0.98838806;0.00777699
0.98876953;0.00318327
0.989151;0.00493979
0.98953247;0.00655927
0.98991394;0.00715409
0.99029541;0.00943919
0.99067688;0.01413869
0.99105835;0.01381917
0.99143982;0.01371278
0.99182129;0.0106828
0.99220276;0.00647507
0.99258423;0.00286839
0.9929657;0.00297002
0.99334717;0.00026097
0.99372864;0.00134399
0.99411011;0.00247708
0.99449158;0.01002955
0.99487305;0.01525035
0.99525452;0.01921614
0.99563599;0.02094421
0.99601746;0.02320535
0.99639893;0.01699396
0.9967804;0.01549774
0.99716187;0.00687777
0.99754333;0.00273683
0.9979248;0.00488321
0.99830627;0.01909922
0.99868774;0.4523731
0.99906921;2.546542
0.99945068;5.366821
0.99983215;6.30371
1.00021362;6.297351
1.00059509;5.419394
1.00097656;2.636363
1.00135803;0.4795741
1.0017395;0.03271509
1.00212097;0.02427181
1.00250244;0.01446337
1.00288391;0.00935618
1.00326538;0.00573541
1.00364685;0.00573374
1.00402832;0.00347055
1.00440979;0.00357508
1.00479126;0.00620236
1.00517273;0.00814911
1.0055542;0.00868411
1.00593567;0.00532457
1.00631714;0.00226046
1.00669861;0.00406723
1.00708008;0.00332898
1.00746155;0.00613734
1.00784302;0.00911994
1.00822449;0.01179363
1.00860596;0.01565819
1.00898743;0.01341413
1.0093689;0.00661176
1.00975037;0.00594435
1.01013184;0.01560834
1.01051331;0.0212488
1.01089478;0.02188766
1.01127625;0.02019569
1.01165771;0.01630193
1.01203918;0.01145452
1.01242065;0.00937663
1.01280212;0.01123198
1.01318359;0.01135222
1.01356506;0.01172341
1.01394653;0.01562549
1.014328;0.02031967
1.01470947;0.02156352
1.01509094;0.0197389
1.01547241;0.01938084
1.01585388;0.02536693
1.01623535;0.02823258
1.01661682;0.02808356
1.01699829;0.02784801
1.01737976;0.0240195
1.01776123;0.01324884
1.0181427;0.00455993
1.01852417;0.01175195
1.01890564;0.01631253
1.01928711;0.01561467
1.01966858;0.00974562
1.02005005;0.00388804
1.02043152;0.00465459
1.02081299;0.00956924
1.02119446;0.01041377
1.02157593;0.01142752
1.0219574;0.00906408
1.02233887;0.00243297
1.02272034;0.00933501
1.02310181;0.01628453
1.02348328;0.02203299
1.02386475;0.02456849
1.02424622;0.02331221
1.02462769;0.01968687
1.02500916;0.01310541
1.02539063;0.00635842
1.02577209;0.00168244
1.02615356;0.01130338
1.02653503;0.016752
1.0269165;0.02020423
1.02729797;0.02075177
1.02767944;0.01748931
1.02806091;0.0123622
1.02844238;0.00299331
1.02882385;0.00580496
1.02920532;0.01096958
1.02958679;0.01753496
1.02996826;0.02172638
1.03034973;0.02260609
1.0307312;0.02118097
1.03111267;0.01400042
1.03149414;0.00441941
1.03187561;0.003245
1.03225708;0.00645949
1.03263855;0.00509542
1.03302002;0.00070604
1.03340149;0.00279826
1.03378296;0.00417048
1.03416443;0.00848668
1.0345459;0.01296163
1.03492737;0.01578258
1.03530884;0.01540501
1.03569031;0.01412891
1.03607178;0.01153543
1.03645325;0.0086701
1.03683472;0.00576548
1.03721619;0.01048188
1.03759766;0.01666425
1.03797913;0.02163546
1.0383606;0.02523493
1.03874207;0.02505328
1.03912354;0.02380261
1.039505;0.02150692
1.03988647;0.02067593
1.04026794;0.02051336
1.04064941;0.01862331
1.04103088;0.01475647
1.04141235;0.01066712
1.04179382;0.00878411
1.04217529;0.00444918
1.04255676;0.00132188
1.04293823;0.00865673
1.0433197;0.01676545
1.04370117;0.01984574
1.04408264;0.01880353
1.04446411;0.01307588
1.04484558;0.00518208
1.04522705;0.00817801
1.04560852;0.00913632
1.04598999;0.00848206
1.04637146;0.01026051
1.04675293;0.01104856
1.0471344;0.01354414
1.04751587;0.01588249
1.04789734;0.01206329
1.04827881;0.00347914
1.04866028;0.00374401
1.04904175;0.00666299
1.04942322;0.00636254
1.04980469;0.00441107
1.05018616;0.00986053
1.05056763;0.0128051
1.0509491;0.01066049
1.05133057;0.00677691
1.05171204;0.00381844
1.05209351;0.00413861
1.05247498;0.01093951
1.05285645;0.01758164
1.05323792;0.01945912
1.05361938;0.01689349
1.05400085;0.01321362
1.05438232;0.01107918
1.05476379;0.01348124
1.05514526;0.02146676
1.05552673;0.02525597
1.0559082;0.02320082
1.05628967;0.01753657
1.05667114;0.00727794
1.05705261;0.01535565
1.05743408;0.02067252
1.05781555;0.02074589
1.05819702;0.01763113
1.05857849;0.01299266
1.05895996;0.00911797
1.05934143;0.00410271
1.0597229;0.00242223
1.06010437;0.00523664
1.06048584;0.00839989
1.06086731;0.01064423
1.06124878;0.00785903
1.06163025;0.00684412
1.06201172;0.00702628
1.06239319;0.00656932
1.06277466;0.00836526
1.06315613;0.01160737
1.0635376;0.00834806
1.06391907;0.00561851
1.06430054;0.01241706
1.06468201;0.01625891
1.06506348;0.01692595
1.06544495;0.01266855
1.06582642;0.00902147
1.06620789;0.00515434
1.06658936;0.00403785
1.06697083;0.00315624
1.06735229;0.00108919
1.06773376;0.00132829
1.06811523;0.00116057
1.0684967;0.00228277
1.06887817;0.00487361
1.06925964;0.00665259
1.06964111;0.00748756
1.07002258;0.0095741
1.07040405;0.01107342
1.07078552;0.00989035
1.07116699;0.0099457
1.07154846;0.00959549
1.07192993;0.00564822
1.0723114;0.00064954
1.07269287;0.00248128
1.07307434;0.00252664
1.07345581;0.00849841
1.07383728;0.01572931
1.07421875;0.02047641
1.07460022;0.01702253
1.07498169;0.0112035
1.07536316;0.0076877
1.07574463;0.00703932
1.0761261;0.00707477
1.07650757;0.00622621
1.07688904;0.00170647
1.07727051;0.00752966
1.07765198;0.01429673
1.07803345;0.01467755
1.07841492;0.01438623
1.07879639;0.00936975
1.07917786;0.00990195
1.07955933;0.01902282
1.0799408;0.02170128
1.08032227;0.01688844
1.08070374;0.01212071
1.08108521;0.00796444
1.08146667;0.0099879
1.08184814;0.0163055
1.08222961;0.02976361
1.08261108;0.02753334
1.08299255;0.02567263
1.08337402;0.025939
1.08375549;0.03183188
1.08413696;0.02457558
1.08451843;0.00310451
1.0848999;0.01493846
1.08528137;0.01165454
1.08566284;0.00752237
1.08604431;0.00609638
1.08642578;0.00447771
1.08680725;0.00537937
1.08718872;0.01500681
1.08757019;0.02189602
1.08795166;0.02323254
1.08833313;0.02243513
1.0887146;0.0195134
1.08909607;0.01129985
1.08947754;0.00871318
1.08985901;0.01381627
1.09024048;0.01814667
1.09062195;0.01882061
1.09100342;0.01931818
1.09138489;0.01703485
1.09176636;0.00812562
1.09214783;0.00297808
1.0925293;0.00818834
1.09291077;0.01159457
1.09329224;0.01219849
1.09367371;0.01257584
1.09405518;0.00870907
1.09443665;0.00223161
1.09481812;0.00208887
1.09519958;0.00192044
1.09558105;0.00370904
1.09596252;0.00221533
1.09634399;0.0032614
1.09672546;0.00958078
1.09710693;0.01458682
1.0974884;0.01515689
1.09786987;0.01014363
1.09825134;0.00494709
1.09863281;0.00757768
1.09901428;0.00710459
1.09939575;0.00497842
1.09977722;0.01136594
1.10015869;0.01728622
1.10054016;0.01818176
1.10092163;0.01714113
1.1013031;0.01439919
1.10168457;0.01229168
1.10206604;0.01123102
1.10244751;0.01240791
1.10282898;0.01726241
1.10321045;0.01979023
1.10359192;0.02070588
1.10397339;0.0206698
1.10435486;0.0159371
1.10473633;0.00898425
1.1051178;0.0040782
1.10549927;0.00560779
1.10588074;0.00847915
1.10626221;0.01195746
1.10664368;0.01360462
1.10702515;0.01087476
1.10740662;0.00612734
1.10778809;0.00162845
1.10816956;0.00347466
1.10855103;0.00622132
1.1089325;0.00897195
1.10931396;0.01359447
1.10969543;0.02057846
1.1100769;0.02745244
1.11045837;0.03031254
1.11083984;0.02854097
1.11122131;0.02502834
1.11160278;0.02221193
1.11198425;0.01699749
1.11236572;0.00864072
1.11274719;0.00315587
1.11312866;0.00382286
1.11351013;0.00708846
1.1138916;0.00622544
1.11427307;0.0056758
1.11465454;0.00537423
1.11503601;0.00401425
1.11541748;0.00166618
1.11579895;0.0037682
1.11618042;0.00507717
1.11656189;0.00487845
1.11694336;0.00443394
1.11732483;0.00617688
1.1177063;0.00615757
1.11808777;0.0036981
1.11846924;0.00636506
1.11885071;0.01126339
1.11923218;0.01668152
1.11961365;0.0193558
1.11999512;0.01989127
1.12037659;0.01563847
1.12075806;0.00799539
1.12113953;0.00429805
1.121521;0.0042794
1.12190247;0.00476821
1.12228394;0.00572862
1.12266541;0.00061832
1.12304688;0.01033184
1.12342834;0.01789591
1.12380981;0.01925888
1.12419128;0.01547809
1.12457275;0.00956636
1.12495422;0.00969049
1.12533569;0.01183298
1.12571716;0.01075131
1.12609863;0.00566028
1.1264801;0.00674804
1.12686157;0.01237952
1.12724304;0.01573867
1.12762451;0.01903492
1.12800598;0.02012857
1.12838745;0.02038172
1.12876892;0.02372973
1.12915039;0.02671557
1.12953186;0.02764291
1.12991333;0.02649156
1.1302948;0.02079243
1.13067627;0.01268193
1.13105774;0.00833203
1.13143921;0.00755393
1.13182068;0.00410534
1.13220215;0.00333253
1.13258362;0.00739996
1.13296509;0.01473073
1.13334656;0.01777562
1.13372803;0.01941422
1.1341095;0.02131535
1.13449097;0.01874414
1.13487244;0.01493457
1.13525391;0.01280485
1.13563538;0.01000357
1.13601685;0.00860683
1.13639832;0.00878732
1.13677979;0.00942133
1.13716125;0.00751333
1.13754272;0.00953975
1.13792419;0.01297004
1.13830566;0.02188902
1.13868713;0.02993881
1.1390686;0.03293233
1.13945007;0.03373575
1.13983154;0.02672458
1.14021301;0.01455626
1.14059448;0.00666089
1.14097595;0.01170033
1.14135742;0.01950441
1.14173889;0.02054673
1.14212036;0.01690535
1.14250183;0.0131124
1.1428833;0.01401762
1.14326477;0.01792805
1.14364624;0.02260504
1.14402771;0.02465615
1.14440918;0.0218468
1.14479065;0.01421995
1.14517212;0.00825422
1.14555359;0.00807148
1.14593506;0.0062282
1.14631653;0.00249253
1.146698;0.00259078
1.14707947;0.00481283
1.14746094;0.00430605
1.14784241;0.00419362
1.14822388;0.00202253
1.14860535;0.00617566
1.14898682;0.00680973
1.14936829;0.00560201
1.14974976;0.00124922
1.15013123;0.00575425
1.1505127;0.00420517
1.15089417;0.00241613
1.15127563;0.00294519
1.1516571;0.0071281
1.15203857;0.00981643
1.15242004;0.00836791
1.15280151;0.00634904
1.15318298;0.00642708
1.15356445;0.01043031
1.15394592;0.01605117
1.15432739;0.01843574
1.15470886;0.01451762
1.15509033;0.00645526
1.1554718;0.00537069
1.15585327;0.01094219
1.15623474;0.01081305
1.15661621;0.01051571
1.15699768;0.01340815
1.15737915;0.01854023
1.15776062;0.02400146
1.15814209;0.02763182
1.15852356;0.02866992
1.15890503;0.02625764
1.1592865;0.02091221
1.15966797;0.01382097
1.16004944;0.01083733
1.16043091;0.01407668
1.16081238;0.01685168
1.16119385;0.02047433
1.16157532;0.02313391
1.16195679;0.01976241
1.16233826;0.01149963
1.16271973;0.00894836
1.1631012;0.01212889
1.16348267;0.01918687
1.16386414;0.0261711
1.16424561;0.02618503
1.16462708;0.02334151
1.16500854;0.01632187
1.16539001;0.05153124
1.16577148;0.1127528
1.16615295;0.1339223
1.16653442;0.1380709
1.16691589;0.1263912
1.16729736;0.0730331
1.16767883;0.03046278
1.1680603;0.02843549
1.16844177;0.03188122
1.16882324;0.0266102
1.16920471;0.02259694
1.16958618;0.01694622
1.16996765;0.01047816
1.17034912;0.01092263
1.17073059;0.01224181
1.17111206;0.01285947
1.17149353;0.01103847
1.171875;0.0082857
1.17225647;0.00917942
1.17263794;0.00730946
1.17301941;0.00221823
1.17340088;0.00595658
1.17378235;0.01398351
1.17416382;0.01570763
1.17454529;0.01306518
1.17492676;0.00843572
1.17530823;0.00825002
1.1756897;0.0116025
1.17607117;0.01214429
1.17645264;0.01305614
1.17683411;0.01015524
1.17721558;0.00872422
1.17759705;0.0105302
1.17797852;0.01214195
1.17835999;0.01190966
1.17874146;0.00858167
1.17912292;0.00243873
1.17950439;0.00877545
1.17988586;0.01298212
1.18026733;0.01497617
1.1806488;0.01362222
1.18103027;0.00715441
1.18141174;0.00166236
1.18179321;0.00645627
1.18217468;0.00946762
1.18255615;0.01100797
1.18293762;0.00800723
1.18331909;0.00470146
1.18370056;0.00563086
1.18408203;0.00790368
1.1844635;0.01057413
1.18484497;0.01071217
1.18522644;0.00844792
1.18560791;0.00546975
1.18598938;0.00325555
1.18637085;0.00821681
1.18675232;0.01154359
1.18713379;0.01668311
1.18751526;0.02153664
1.18789673;0.01995366
1.1882782;0.01458558
1.18865967;0.00568968
1.18904114;0.00682052
1.18942261;0.00887883
1.18980408;0.00459307
1.19018555;0.0106177
1.19056702;0.01873117
1.19094849;0.02067292
1.19132996;0.01751112
1.19171143;0.01354084
1.1920929;0.01075077
1.19247437;0.00813255
1.19285583;0.00721992
1.1932373;0.01056892
1.19361877;0.01576957
1.19400024;0.01506107
1.19438171;0.00765971
1.19476318;0.00297486
1.19514465;0.0069806
1.19552612;0.01197438
1.19590759;0.01675387
1.19628906;0.01969607
1.19667053;0.02410491
1.197052;0.0269079
1.19743347;0.0270601
1.19781494;0.02715441
1.19819641;0.02429559
1.19857788;0.01978085
1.19895935;0.01573662
1.19934082;0.00982786
1.19972229;0.00644817
1.20010376;0.00668063
1.20048523;0.00372779
1.2008667;0.00835047
1.20124817;0.0137443
1.20162964;0.01705868
1.20201111;0.01982169
1.20239258;0.01808352
1.20277405;0.01029488
1.20315552;0.00101452
1.20353699;0.00476449
1.20391846;0.00650195
1.20429993;0.00748498
1.2046814;0.00595869
1.20506287;0.01005128
1.20544434;0.01307228
1.20582581;0.01563626
1.20620728;0.01652589
1.20658875;0.01577767
1.20697021;0.01350776
1.20735168;0.01243764
1.20773315;0.00892756
1.20811462;0.00271086
1.20849609;0.0022309
1.20887756;0.00363
1.20925903;0.00439731
1.2096405;0.00267823
1.21002197;0.01230302
1.21040344;0.01792149
1.21078491;0.0158522
1.21116638;0.01299187
1.21154785;0.00894213
1.21192932;0.00979628
1.21231079;0.01259875
1.21269226;0.01556558
1.21307373;0.0165471
1.2134552;0.01489163
1.21383667;0.01027588
1.21421814;0.00724636
1.21459961;0.0097475
1.21498108;0.01376843
1.21536255;0.01691903
1.21574402;0.01557542
1.21612549;0.00976311
1.21650696;0.00669732
1.21688843;0.00420405
1.2172699;0.00494653
1.21765137;0.00620351
1.21803284;0.00621503
1.21841431;0.00593393
1.21879578;0.00351606
1.21917725;0.00343396
1.21955872;0.00580405
1.21994019;0.00378626
1.22032166;0.00172847
1.22070313;0.0082265
1.22108459;0.01666442
1.22146606;0.01977902
1.22184753;0.01973645
1.222229;0.019168
1.22261047;0.01377086
1.22299194;0.00687655
1.22337341;0.00386832
1.22375488;0.00804114
1.22413635;0.0188945
1.22451782;0.02416559
1.22489929;0.02567653
1.22528076;0.0249569
1.22566223;0.01909961
