t (s),V (mV)
255.852,8.4129
256.852,8.4116
257.853,8.3824
258.852,8.3512
259.852,8.3276
260.852,8.335
261.852,8.3175
262.852,8.3036
263.852,8.2856
264.852,8.2882
265.852,8.2621
266.852,8.1664
267.852,8.2309
268.852,8.2066
269.853,8.2134
270.853,8.213
271.852,8.1887
272.852,8.1893
273.853,8.1238
274.852,8.1512
275.852,8.1152
276.853,8.1097
277.852,8.0978
278.852,8.0909
279.853,8.0854
280.852,8.07
281.853,8.0485
282.852,8.0547
283.852,8.0659
284.853,8.0144
285.852,8.0309
286.852,8.0165
287.852,7.9984
288.853,7.9848
289.852,7.9705
290.853,7.9262
291.852,7.9282
292.852,7.9188
293.853,7.9042
294.852,7.8976
295.852,7.9007
296.853,7.9156
297.852,7.8729
298.852,7.8611
299.852,7.8221
300.852,7.817
301.852,7.7892
302.853,7.8378
303.852,7.7994
304.852,7.7978
305.852,7.7984
306.852,7.7432
307.852,7.7303
308.852,7.7135
309.853,7.7047
310.852,7.686
311.852,7.6874
312.852,7.5971
313.852,7.655
314.852,7.653
315.852,7.6309
316.852,7.6435
317.853,7.6499
