t (s),V (mV)
135.998,15.5943
136.999,15.5815
137.999,15.552
138.998,15.5373
139.999,15.5182
140.998,15.4984
141.998,15.4841
142.998,15.4683
143.999,15.4467
144.998,15.4244
145.998,15.403
146.999,15.3804
147.998,15.3666
148.999,15.35
149.999,15.3299
150.998,15.3148
151.998,15.2952
152.998,15.2734
153.998,15.2585
154.999,15.2381
155.998,15.2204
156.998,15.2003
157.998,15.1756
158.998,15.1646
159.999,15.1425
160.999,15.1258
161.998,15.1091
162.998,15.0875
163.998,15.066
164.998,15.0505
165.999,15.0259
166.999,15.0079
167.998,14.9846
168.998,14.9739
169.999,14.9597
170.998,14.9373
171.999,14.9197
172.998,14.9005
173.998,14.8856
174.999,14.8682
175.998,14.8454
176.998,14.8303
177.999,14.8088
178.998,14.7941
179.999,14.7754
180.998,14.7624
181.999,14.7368
182.998,14.7199
183.999,14.7005
184.998,14.6823
185.998,14.6624
186.998,14.6531
187.998,14.6353
188.998,14.6174
189.998,14.5915
190.999,14.5768
191.998,14.5606
192.999,14.5449
193.998,14.5293
194.998,14.5122
195.998,14.497
196.998,14.4801
197.999,14.4617
198.998,14.445
199.999,14.4319
200.998,14.4131
201.999,14.3996
202.999,14.3748
203.998,14.3551
204.998,14.3386
205.999,14.3266
206.998,14.3065
207.999,14.2903
208.999,14.2716
209.998,14.2602
210.998,14.2467
211.998,14.2302
212.998,14.2103
213.998,14.1949
214.998,14.1805
215.998,14.1649
216.998,14.1476
217.998,14.1281
218.998,14.1134
219.998,14.1001
220.998,14.0811
221.998,14.0648
222.998,14.0508
223.999,14.0333
224.998,14.0164
225.998,14.0003
226.999,13.9881
227.999,13.9655
228.998,13.9456
229.998,13.9288
230.999,13.9148
231.998,13.9015
232.999,13.8819
233.998,13.8652
234.998,13.8501
235.999,13.8337
236.998,13.8127
237.999,13.799
238.998,13.7856
239.999,13.7744
240.999,13.7578
241.998,13.7507
242.999,13.7307
243.999,13.7146
244.998,13.6996
245.998,13.6835
246.998,13.6713
247.998,13.6544
248.999,13.6335
249.998,13.6164
250.999,13.5979
251.999,13.5815
252.999,13.5646
253.998,13.559
254.998,13.5367
255.999,13.5199
256.998,13.5108
257.999,13.4994
258.998,13.4839
259.998,13.4654
260.999,13.4511
261.998,13.4287
262.999,13.4127
263.999,13.4019
264.998,13.3867
265.998,13.3636
266.999,13.3506
267.999,13.3386
268.999,13.3258
269.998,13.3084
270.998,13.2952
271.999,13.2763
272.998,13.2633
273.999,13.2547
274.998,13.2426
275.998,13.2298
276.999,13.2118
277.998,13.1883
278.999,13.1755
279.998,13.1628
280.999,13.1439
281.998,13.1324
282.998,13.1254
283.999,13.1025
284.998,13.0877
285.998,13.077
286.998,13.0611
287.998,13.05
288.999,13.0322
289.998,13.0177
290.999,12.996
291.999,12.9796
292.998,12.9644
293.999,12.9489
294.999,12.941
295.998,12.9267
296.999,12.9073
297.999,12.8934
298.998,12.8792
299.998,12.8632
300.999,12.8453
301.999,12.8363
302.999,12.8249
303.998,12.8086
304.999,12.7987
305.999,12.784
306.999,12.7714
307.999,12.7514
308.998,12.7318
309.998,12.7145
310.999,12.7092
311.998,12.694
312.998,12.6782
313.999,12.6637
314.998,12.6491
315.998,12.6349
316.998,12.6196
317.999,12.6016
318.998,12.588
319.998,12.5712
320.999,12.5608
321.998,12.545
322.999,12.5328
323.998,12.5189
324.999,12.5031
325.998,12.4895
326.998,12.4729
327.999,12.4597
328.998,12.4445
329.999,12.4326
330.998,12.4181
331.998,12.4041
332.999,12.3887
333.999,12.3798
334.998,12.3602
335.998,12.3453
336.999,12.3337
337.998,12.3203
338.999,12.3071
339.999,12.2949
340.998,12.2768
341.998,12.2679
342.999,12.2478
343.999,12.237
344.998,12.229
345.998,12.2096
346.999,12.1958
347.998,12.1826
348.998,12.1743
349.999,12.1592
350.999,12.1455
351.999,12.1331
352.999,12.1243
353.999,12.1053
354.998,12.0927
355.998,12.0804
356.998,12.0669
357.999,12.0477
358.999,12.0318
359.999,12.0257
360.998,12.014
361.998,11.9999
362.998,11.9874
363.999,11.9666
364.998,11.9592
365.999,11.9482
366.998,11.9269
367.999,11.9143
368.999,11.905
369.998,11.8877
370.998,11.8764
371.998,11.8608
372.998,11.851
373.999,11.8372
374.998,11.8293
375.998,11.8139
376.999,11.7997
377.998,11.7861
378.999,11.7775
379.998,11.7681
380.999,11.7455
381.998,11.7312
382.998,11.7212
383.999,11.7095
384.998,11.691
385.999,11.6808
386.998,11.6683
387.998,11.6524
388.998,11.643
389.999,11.6329
390.999,11.6209
391.998,11.6047
392.999,11.589
393.999,11.5684
394.998,11.5528
395.999,11.5391
396.998,11.5324
397.998,11.5181
398.999,11.5073
399.999,11.4948
400.998,11.485
401.998,11.4624
402.999,11.4521
403.999,11.4454
404.998,11.4393
405.999,11.4191
406.999,11.4074
407.998,11.3834
408.999,11.3729
409.999,11.3687
410.998,11.3442
411.999,11.3262
412.998,11.3156
413.998,11.3038
414.999,11.2981
415.998,11.2763
416.998,11.2772
417.999,11.2548
418.999,11.2547
419.999,11.2521
420.998,11.2287
421.998,11.22
422.998,11.2004
423.999,11.1928
424.998,11.1783
425.998,11.1702
426.998,11.1438
427.999,11.1519
428.999,11.1301
429.999,11.1274
430.998,11.1122
431.998,11.0976
432.999,11.0878
433.998,11.0741
434.999,11.0694
