t (s),V (mV)
448.973,13.8941
451.014,13.8683
453.054,13.8435
455.095,13.8173
457.135,13.7926
459.176,13.7665
461.216,13.7402
463.257,13.7134
466.323,13.6714
467.888,13.6527
469.928,13.6283
471.969,13.6025
474.009,13.5769
476.05,13.5524
478.09,13.5259
480.131,13.5017
482.171,13.4751
484.212,13.4496
486.252,13.4245
489.319,13.3844
490.883,13.3636
492.924,13.3387
494.964,13.3121
497.005,13.2864
499.045,13.2616
501.086,13.2369
503.126,13.2123
505.167,13.187
507.207,13.1384
509.248,13.1446
511.362,13.1237
512.925,13.1043
514.966,13.0805
517.006,13.0572
519.047,13.0332
521.087,13.0102
523.128,12.9866
525.169,12.9624
527.209,12.9385
529.25,12.9142
531.29,12.8898
533.335,12.8652
535.921,12.8368
537.962,12.8136
540.002,12.7904
542.043,12.763
544.084,12.744
546.124,12.7204
548.165,12.6956
550.205,12.6713
552.246,12.6473
554.286,12.6479
556.327,12.6129
558.917,12.5829
560.958,12.5587
562.998,12.4928
565.039,12.4837
567.08,12.4604
569.12,12.4358
571.161,12.4134
573.201,12.3894
575.242,12.3663
577.283,12.3403
579.323,12.3167
581.914,12.287
583.954,12.2639
585.995,12.2402
588.036,12.2183
590.076,12.1957
592.117,12.1747
594.157,12.1516
596.198,12.1299
598.239,12.1079
600.279,12.0856
602.32,12.0633
604.91,12.0333
606.951,12.0104
608.991,11.987
611.032,11.9638
613.073,11.941
615.113,11.9167
617.154,11.8945
619.195,11.872
621.235,11.8502
623.276,11.8293
625.316,11.807
627.907,11.778
629.947,11.7547
631.988,11.7322
634.029,11.7102
636.069,11.6878
638.11,11.6646
640.15,11.6421
642.191,11.6204
644.232,11.5994
646.272,11.5786
647.365,11.5704
649.95,11.537
651.99,11.5159
654.031,11.4951
656.072,11.474
658.112,11.4535
660.153,11.4329
662.193,11.4111
664.234,11.3919
666.275,11.3724
667.363,11.3571
668.927,11.3434
670.967,11.3232
673.008,11.303
676.074,11.2709
678.115,11.2493
680.155,11.2291
682.196,11.2095
684.237,11.1872
686.277,11.1656
688.318,11.1453
689.883,11.1322
691.923,11.1115
693.964,11.0913
696.004,11.071
699.071,11.0359
701.111,11.0152
703.152,10.9939
705.192,10.9718
707.233,10.9506
709.274,10.9318
710.362,10.925
711.925,10.9081
713.966,10.8872
716.006,10.8677
718.047,10.8472
720.087,10.8276
723.154,10.7999
725.194,10.7811
727.235,10.7617
729.275,10.7427
730.364,10.7333
731.927,10.7163
733.968,10.6974
736.008,10.6771
738.049,10.657
740.089,10.6371
742.129,10.6187
744.169,10.5997
747.235,10.5726
749.274,10.5536
750.365,10.5462
751.923,10.5324
753.963,10.514
756.002,10.4951
758.042,10.4754
760.081,10.4565
762.121,10.4367
764.16,10.4168
766.199,10.3952
768.239,10.375
770.355,10.3514
771.914,10.3378
773.953,10.3177
775.993,10.2969
778.032,10.2771
780.071,10.2571
782.111,10.2377
784.15,10.2183
786.19,10.1982
788.229,10.179
790.268,10.1601
791.359,10.1491
793.943,10.1245
795.983,10.1061
798.022,10.088
800.062,10.0678
802.101,10.049
804.14,10.0307
806.18,10.0119
808.22,9.9944
810.261,9.981
811.352,9.9748
812.912,9.9618
814.953,9.9447
816.993,9.9265
820.059,9.8974
822.1,9.88
