01.01.2007   N1106
Образец: "Lu"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2839    67,2    1420    1512
   2844     235    1422    2251
   2849     101    1425    1008
   2854    33,6    1427     168
   2859     0,0    1430     101
   2864     0,0    1432     202
   2869     0,0    1435     134
   2874    33,6    1437     269
   2879    33,6    1440     336
   2884     0,0    1442    67,2
   2889    33,6    1445    33,6
   2894    33,6    1447    33,6
   2899    33,6    1450    33,6
   2904     0,0    1452    67,2
   2909     0,0    1455    33,6
   2914     0,0    1457    33,6
   2919     0,0    1460    33,6
   2924     0,0    1462    33,6
   2929    33,6    1465    33,6
   2934    33,6    1467     0,0
   2939    33,6    1470    67,2
   2944     0,0    1472    33,6
   2949     0,0    1475    33,6
   2954     0,0    1477     0,0
   2959    33,6    1480    33,6
   2964     0,0    1482     0,0
   2969     0,0    1485     0,0
   2974     0,0    1487    33,6
   2979     0,0    1490    33,6
   2984     0,0    1492     0,0
   2989     0,0    1495     0,0
   2994    67,2    1498    67,2
   2999     0,0    1500    33,6
   3004     0,0    1502    33,6
   3009     0,0    1505     0,0
   3014     0,0    1508    67,2
   3019     0,0    1510     0,0
   3024     0,0    1512    33,6
   3029     0,0    1515     0,0
   3034    33,6    1518     0,0
   3039    33,6    1520    33,6
   3044     0,0    1522    33,6
   3049     0,0    1525    33,6
   3054     0,0    1528    33,6
   3059     0,0    1530     0,0
   3064    33,6    1533     0,0
   3069     0,0    1535    33,6
   3074     0,0    1538    67,2
   3079     0,0    1540    67,2
   3084     0,0    1543    67,2
   3089     0,0    1545     0,0
   3094    33,6    1548     0,0
   3099     0,0    1550     0,0
   3104     0,0    1553     0,0
   3109     0,0    1555     0,0
   3114     0,0    1558    33,6
   3119     0,0    1560    33,6
   3124     0,0    1563    33,6
   3129    33,6    1565    33,6
   3134     0,0    1568    33,6
   3139     0,0    1570     0,0
   3144     0,0    1573     0,0
   3149     0,0    1575    67,2
